arg1_rel,arg2_rel,arg1,arg2,text,text_pl
Content,Container,e1,e2,"Flowers are nice, but don't last very long and the <e1>fruit</e1> in a fruit <e2>basket</e2> often goes bad.","Kwiaty są ładne, ale nie trwają zbyt długo, a <e1>owoce</e1> w <e2>koszyku</e2> często psują się."
Component,Whole,e1,e2,He decided to pad the <e1>heel</e1> of <e2>shoes</e2> with a shock absorbing insole or heel pad.,Postanowił włożyć do <e1>pięty</e1> <e2>butów</e2> amortyzującą wkładkę lub podkładkę pod piętę.
Entity,Destination,e1,e2,One <e1>tablet</e1> per quart was dropped into a <e2>canteen</e2> and made the water safe to drink.,"Jedna <e1>tabletka</e1> na kwartę była wrzucana do <e2>kantyny</e2> i sprawiała, że ​​woda była bezpieczna do picia."
Content,Container,e1,e2,"The tiny <e1>image</e1> of the Renaissance master is hidden in a <e2>carafe</e2> of wine in his 1597 oil painting Bacchus, one of his most acclaimed works.","Niewielki <e1>obraz</e1> renesansowego mistrza jest ukryty w <e2>karafce</e2> wina na jego obrazie olejnym Bachus z 1597 roku, jednym z jego najbardziej cenionych dzieł."
Content,Container,e1,e2,"Then I swept up the dust, which looked like sawdust, and put it in a <e1>plastic container</e1>, which was in a <e2>cabinet</e2> under the granite counter top.","Potem zamiotłem kurz, który wyglądał jak trociny, i włożyłem go do <e1>plastikowego pojemnika</e1>, który znajdował się w <e2>szafce</e2> pod granitowym blatem."
Entity,Origin,e1,e2,In the former method the <e1>acetone</e1> was distilled from an allraline <e2>solution</e2> after the excess oxidant had been destroyed with sodium.,W pierwszej metodzie <e1>aceton</e1> był destylowany z <e2>roztworu</e2> allraliny po zniszczeniu nadmiaru utleniacza sodem.
Message,Topic,e1,e2,"In this comprehensive <e1>guide</e1>, over 850 <e2>roses</e2> are described, illustrated, and arranged by group.","W tym obszernym <e1>przewodniku</e1> ponad 850 <e2>róż</e2> zostało opisanych, zilustrowanych i ułożonych według grup."
Entity,Origin,e2,e1,<e1>Chestnut</e1> <e2>flour</e2> was more common than wheat flour in the Italian Alps a century ago.,<e1>Mąka kasztanowa</e1> <e2>mąka</e2> była bardziej powszechna niż mąka pszenna we włoskich Alpach sto lat temu.
Product,Producer,e2,e1,For us the term <e1>artists</e1>' <e2>book</e2> simply means a book made by an artist; a book made as a work of art rather than as a literary artifact.,"Dla nas termin <e1>artyści</e1>' <e2>książka</e2> oznacza po prostu książkę wykonaną przez artystę; książka wykonana jako dzieło sztuki, a nie jako artefakt literacki."
Other,Other,,,My parents bought her a <e1>silver</e1> <e2>necklace</e2> almost identical to the one pictured.,Rodzice kupili jej <e1>srebrny</e1> <e2>naszyjnik</e2> prawie identyczny jak ten na zdjęciu.
Cause,Effect,e1,e2,Forward <e1>motion</e1> of the vehicle through the air caused a <e2>suction</e2> on the road draft tube.,<e1>Ruch</e1> pojazdu do przodu w powietrzu spowodował <e2>zasysanie</e2> dętki.
Other,Other,,,"Paul Friedrich guides us through a <e1>babel</e1> of <e2>words</e2>, and worlds of the imagination ranging from his translations from five languages(notably the Russian of his literary studies) to the poetry of the Indian Mexico of his anthropological field work to America writ large -- super highways, a Vermont farm, father and child.","Paul Friedrich prowadzi nas przez <e1>babel</e1> <e2>słów</e2> i światy wyobraźni, począwszy od jego przekładów z pięciu języków (zwłaszcza rosyjskiego z jego studiów literackich) po poezję Indian Meksyk z jego antropologicznej pracy w terenie do Ameryki napisał wielkie - super autostrady, farma Vermont, ojciec i dziecko."
Component,Whole,e1,e2,The picture below shows a view chapel and west range of the inner <e1>courtyard</e1> of the <e2>castle</e2>.,Zdjęcie poniżej przedstawia kaplicę widokową i zachodnie skrzydło wewnętrznego <e1>dziedzińca</e1> <e2>zamku</e2>.
Member,Collection,e2,e1,I was attacked by a <e1>flock</e1> of <e2>pigeons</e2> today.,Zostałem zaatakowany przez <e1>stado</e1> <e2>gołębi</e2> dzisiaj.
Other,Other,,,That <e1>decision</e1> was also the subject of an unsuccessful <e2>legal challenge</e2>.,Ta <e1>decyzja</e1> była również przedmiotem nieudanego <e2>kwestionowania prawnego</e2>.
Entity,Origin,e1,e2,The exit temperature of an effluent <e1>stream</e1> from the low temperature steam reforming <e2>reactor</e2> is not higher than 600 C.,Temperatura wyjściowa <e1>strumienia</e1> odcieku z niskotemperaturowego <e2>reaktora</e2> reformingu parowego nie jest wyższa niż 600 C.
Entity,Destination,e1,e2,Individual <e1>investors</e1> moved into the <e2>property</e2>.,Poszczególni <e1>inwestorzy</e1> przenieśli się do <e2>nieruchomości</e2>.
Message,Topic,e1,e2,One of the trickiest <e1>questions</e1> to answer in an interview relates to <e2>salary</e2>.,"Jedno z najtrudniejszych <e1>pytań</e1>, na które należy odpowiedzieć podczas rozmowy kwalifikacyjnej, dotyczy <e2>wynagrodzenia</e2>."
Message,Topic,e2,e1,This <e1>tradition</e1> has been narrated in prophet's early <e2>biographies</e2>.,Ta <e1>tradycja</e1> została opisana we wczesnych <e2>biografiach</e2> proroka.
Instrument,Agency,e2,e1,A <e1>thief</e1> who tried to steal the truck broke the igenition with <e2>screwdriver</e2>.,"<e1>Złodziej</e1>, który próbował ukraść ciężarówkę, złamał pomysł za pomocą <e2>śrubokręta</e2>."
Member,Collection,e2,e1,"After the Marian reforms the Legion was notionally a <e1>unit</e1> of heavy <e2>infantrymen</e2> armed with just sword and pilum, but even so it was normally fielded with attached auxiliary skirmishers and missile troops, and incorporated a small cavalry unit.","Po reformach maryjnych Legion był teoretycznie <e1>oddziałem</e1> ciężkich <e2>piechoty</e2> uzbrojonych tylko w miecz i pilum, ale i tak zwykle był wystawiony z dołączonymi harcownikami pomocniczymi i oddziałami rakietowymi, a włączył małą jednostkę kawalerii."
Entity,Destination,e1,e2,The prosecutors carried <e1>guns</e1> into the <e2>court room</e2>.,Prokuratorzy wnieśli <e1>broń</e1> do <e2>sali sądowej</e2>.
Cause,Effect,e1,e2,"The <e1>malfunctions</e1> on Monday caused <e2>delays</e2> for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online.","<e1>Awarie</e1> w poniedziałek spowodowały <e2>opóźnienia</e2> dla klientów czekających na wyrejestrowanie lub odnowienie książek w oddziałach oraz utrudniły dostęp do kont osobistych, które umożliwiają użytkownikom odnawianie lub przechowywanie książek online."
Entity,Destination,e1,e2,<e1>Chemical weapons</e1> have been dropped into the <e2>lake</e2>.,<e1>Broń chemiczna</e1> została zrzucona do <e2>jeziora</e2>.
Entity,Origin,e1,e2,Many other <e1>dwarves</e1> also hailed from this infamous <e2>clan</e2>.,Wiele innych <e1>krasnoludów</e1> również pochodziło z tego niesławnego <e2>klanu</e2>.
Component,Whole,e1,e2,The <e1>nose</e1> of a <e2>bloodhound</e2> is so good that evidence found by a bloodhound will hold up in matters involving the United States Supreme Court.,"<e1>Nos</e1> <e2>ogara</e2> jest tak dobry, że dowody znalezione przez ogara przetrwają w sprawach dotyczących Sądu Najwyższego Stanów Zjednoczonych."
Product,Producer,e2,e1,Global digital music sales grow as the music <e1>industry</e1> develops new business <e2>models</e2>.,"Globalna sprzedaż muzyki cyfrowej rośnie, gdy <e1>branża</e1> muzyczna rozwija nowe <e2>modele biznesowe</e2>."
Product,Producer,e1,e2,"The <e1>devices</e1> were manufactured at the <e2>factory</e2> in Beaverton well into the 1980s, when production was shifted elsewhere and portions of the factory sold.","<e1>Urządzenia</e1> były produkowane w <e2>fabryce</e2> w Beaverton jeszcze w latach 80., kiedy produkcja została przeniesiona gdzie indziej, a część fabryki sprzedana."
Member,Collection,e2,e1,"An expensive uniform and a strict ballot rendered it somewhat too exclusive in its character, but in the end it answered its purpose by becoming practically a <e1>muster</e1> of the National <e2>leaders</e2> of the present and the future.","Kosztowny mundur i surowe głosowanie nadawały mu nieco zbyt ekskluzywny charakter, ale w końcu spełnił swój cel, stając się praktycznie <e1>przywódcą</e1> narodowych <e2>przywódców</e2> teraźniejszości i przyszłość."
Other,Other,,,The <e1>train ride</e1> from <e2>station</e2> to station is approximate 30 minutes.,<e1>Jazda pociągiem</e1> ze <e2>stacji</e2> do stacji trwa około 30 minut.
Entity,Origin,e1,e2,The archaeological site yields <e1>relics</e1> from long-forgotten <e2>culture</e2>.,Stanowisko archeologiczne zawiera <e1>relikty</e1> dawno zapomnianej <e2>kultury</e2>.
Other,Other,,,A <e1>maze</e1> of interlocking <e2>jurisdictions</e2> and levels of government confronts average citizens in trying to solve even the simplest of problems.,<e1>Labirynt</e1> zazębiających się <e2>jurysdykcji</e2> i poziomów władzy stawia przeciętnych obywateli przed próbami rozwiązania nawet najprostszych problemów.
Cause,Effect,e1,e2,"Water <e1>damage</e1> from roof leaks, plumbing leaks or flooding lead to the <e2>growth</e2> of molds.","<e1>Uszkodzenia</e1> wody z przecieków dachowych, przecieków hydraulicznych lub zalania prowadzą do <e2>rozrostu</e2> pleśni."
Other,Other,,,"Warm weather is here, and with it comes the <e1>scourge</e1> of <e2>mosquitoes</e2>.","Nadeszła ciepła pogoda, a wraz z nią <e1>plaga</e1> <e2>komarów</e2>."
Other,Other,,,"The <e1>formation</e1> of struvite <e2>stones</e2> is associated with the presence of urea-splitting bacteria, most commonly Proteus mirabilis (but also Klebsiella, Serratia, Providencia species).","<e1>Tworzenie się</e1> <e2>kamieni</e2> struwitu jest związane z obecnością bakterii rozkładających mocznik, najczęściej Proteus mirabilis (ale także Klebsiella, Serratia, Providencia sp.)."
Other,Other,,,"Our army was successfully engaged during the day with strong rearguards of all arms on the Petit Morin River, thereby materially assisting the progress of the French armies on our right and left, against whom the <e1>enemy</e1> was making his greatest <e2>efforts</e2>.","Nasza armia z powodzeniem walczyła w ciągu dnia z silną tylną strażą wszystkich rodzajów broni na rzece Petit Morin, wspierając w ten sposób materialnie postęp armii francuskich po naszej prawej i lewej stronie, przeciwko którym <e1>wróg</e1> robił największego <e2>wysiłki</e2>."
Member,Collection,e2,e1,"So when William did cross the Boyne on July 1st 1690, he had an army consisting of the <e1>riffraff</e1> of Europe's <e2>mercenaries</e2>.","Kiedy więc Wilhelm przekroczył Boyne 1 lipca 1690 roku, miał armię składającą się z <e1>motłochu</e1> europejskich <e2>najemników</e2>."
Entity,Origin,e1,e2,The overall <e1>geometry</e1> of the heart was extracted from the intensity <e2>data</e2>.,Ogólna <e1>geometria</e1> serca została wyodrębniona z <e2>danych</e2> intensywności.
Cause,Effect,e2,e1,The <e1>discomfort</e1> from the <e2>injury</e2> was now precluding him from his occupation which involved prolonged procedures in the standing position.,"<e1>Kłopot</e1> z powodu <e2>urazu</e2> uniemożliwiał mu teraz wykonywanie zawodu, który wymagał długotrwałych zabiegów w pozycji stojącej."
Member,Collection,e2,e1,"Flames of purple, pink, yellow and blue dance in the air as a <e1>coven</e1> of <e2>sorcerers</e2> call forth energies from within the Empyrean.","Płomienie fioletu, różu, żółci i błękitu tańczą w powietrzu, gdy <e1>sabat</e1> <e2>czarowników</e2> przywołuje energie z Empireum."
Member,Collection,e2,e1,"Out of the early morning haze, a <e1>convoy</e1> of articulated <e2>lorries</e2> pulls into the Gashouder square.",Z porannej mgły <e1>konwój</e1> przegubowych <e2>ciężarówek</e2> wjeżdża na plac Gashouder.
Entity,Destination,e1,e2,This book has transported <e1>readers</e1> into <e2>ancient times</e2>.,Ta książka przeniosła <e1>czytelników</e1> w <e2>dawne czasy</e2>.
Other,Other,,,"We always try to maintain the best <e1>environment</e1> for <e2>programmers</e2>, starting with good salary and conducive working environment.","Zawsze staramy się utrzymać jak najlepsze <e1>środowisko</e1> dla <e2>programistów</e2>, zaczynając od dobrego wynagrodzenia i sprzyjającego środowiska pracy."
Content,Container,e1,e2,"Indeed, a green or black basalt heart <e1>scarab</e1> was found put inside the <e2>body</e2> in its place.","Rzeczywiście, w <e2>ciale</e2> znaleziono zielone lub czarne bazaltowe serce <e1>skarabeusze</e1>."
Entity,Origin,e1,e2,The first <e1>motorcycle</e1> was manufactured in a small wood <e2>building</e2> with only one room.,Pierwszy <e1>motocykl</e1> został wyprodukowany w małym drewnianym <e2>budynku</e2> z tylko jednym pomieszczeniem.
Cause,Effect,e1,e2,"The <e1>water</e1> pushed to the coast resulted in <e2>tides</e2> as much as three feet above normal, with waves of 5-10 feet atop these tides.","<e1>Woda</e1> zepchnięta na wybrzeże spowodowała, że ​​<e2>pływy</e2> sięgały nawet trzech stóp powyżej normy, z falami od 5 do 10 stóp na szczycie tych pływów."
Message,Topic,e1,e2,The <e1>chapters</e1> in this book investigate <e2>issues</e2> and communities.,<e1>rozdziały</e1> w tej książce dotyczą <e2>kwestii</e2> i społeczności.
Entity,Destination,e1,e2,He rescheduled the birthday <e1>party</e1> to the <e2>next day</e2>.,Przełożył <e1>przyjęcie urodzinowe</e1> na <e2>następny dzień</e2>.
Product,Producer,e2,e1,The <e1>bacterial aerosol</e1> was generated from an up-draft <e2>nebulizer</e2>.,<e1>Aerozol bakteryjny</e1> został wygenerowany z <e2>nebulizatora</e2> z prądem wstępnym.
Entity,Destination,e1,e2,"<e1>People</e1> have travelled into <e2>space</e2>, but not the deep ocean.","<e1>Ludzie</e1> podróżowali w <e2>kosmos</e2>, ale nie w głębiny oceanu."
Product,Producer,e2,e1,"<e1>Beaver</e1> <e2>dams</e2> are created as a protection against predators, such as coyotes, wolves and bears, and to provide easy access to food during winter.","<e1>Bóbr</e1> <e2>tamy</e2> są tworzone jako ochrona przed drapieżnikami, takimi jak kojoty, wilki i niedźwiedzie, oraz w celu zapewnienia łatwego dostępu do pożywienia zimą."
Message,Topic,e1,e2,"So, the theme of the <e1>play</e1> has to do with <e2>religion</e2>.",Tak więc temat <e1>sztuki</e1> dotyczy <e2>religii</e2>.
Message,Topic,e1,e2,There has been intense <e1>debate</e1> over the circles' <e2>origins</e2>.,Odbyła się intensywna <e1>debata</e1> na temat <e2>pochodzenia</e2> kręgów.
Component,Whole,e2,e1,I have recently developed creases in my <e1>ear</e1> <e2>lobes</e2>.,Ostatnio pojawiły się zmarszczki w moich <e1>uchu</e1> <e2>płatach</e2>.
Entity,Origin,e2,e1,"Manufacturing extra neutral <e1>alcohol</e1> which is the basic ingredient used for making <e2>liquor</e2>, the commodity was largely used by companies making Indian Made Foreign Liquor (IMFL).","Wytwarzający wyjątkowo neutralny <e1>alkohol</e1>, który jest podstawowym składnikiem używanym do wytwarzania <e2>likieru</e2>, towar był w dużej mierze wykorzystywany przez firmy produkujące indyjskie zagraniczne alkohole (IMFL)."
Instrument,Agency,e2,e1,Initially the <e1>user</e1> calibrates the microscope with a fluorescence lifetime <e2>standard</e2> positioned at the sample plane.,Początkowo <e1>użytkownik</e1> kalibruje mikroskop z <e2>standardem</e2> czasu życia fluorescencji umieszczonym na płaszczyźnie próbki.
